78068A,B-6703,A320,CSN
780015,B-6339,A321,CSN
78046C,B-6111,A333,CSN
79A02D,B-2392,A320,CSN
78008A,B-6342,A321,CSN
79A01C,B-2368,A320,CSN
780887,B-3138,E190,CSN
7808AE,B-6547,A332,CSN
7804A8,B-6500,A333,CSN
79A019,B-2365,A320,CSN
780689,B-6702,A320,CSN
79A02C,B-2391,A320,CSN
7BB0BC,B-2694,B738,CSN
79A030,B-2396,A320,CSN
79A053,B-2284,A321,CSN
78088,B-5646,B738,CSN
780889,B-6895,A320,CSN
780888,B-3139,E190,CSN
78088D,B-5645,B738,CSN
78088B,B-6897,A320,CSN
780247,B-3205,E190,CSN
7803B1,B-6909,A320,CSN
7808FB,B-3206,E190,CSN
7808C0,B-6913,A321,CSN
7808C1,B-5290,B737,CSN
7803FE,B-3209,E190,CSN
7808AF,B-6548,A332,CSN
7808BD,B-6910,A320,CSN
7800F7,B-5676,B738,CSN
7808C3,B-5675,B738,CSN
7808B0,B-6139,A388,CSN
7809FD,B-6979,A321,CSN
7808C4,B-5677,B738,CSN
780917,B-3210,E190,CSN
7808BE,B-6911,A320,CSN
79A01A,B-2366,A320,CSN
79A01B,B-2367,A320,CSN
79A02E,B-2393,A320,CSN
78024B,B-6276,A320,CSN
79A042,B-2280,A321,CSN
79A043,B-2281,A321,CSN
79A044,B-2282,A321,CSN
79A045,B-2283,A321,CSN
79A058,B-2287,A321,CSN
7800AF,B-2417,A321,CSN
7800B2,B-2418,A321,CSN
78036D,B-6317,A321,CSN
78008C,B-6343,A321,CSN
780487,B-6355,A321,CSN
7804C4,B-6378,A321,CSN
7804C5,B-6379,A321,CSN
780508,B-6397,A321,CSN
780509,B-6398,A321,CSN
780521,B-6552,A321,CSN
780522,B-6553,A321,CSN
780594,B-6580,A321,CSN
7805FD,B-6629,A321,CSN
780097,B-2582,B733,CSN
780098,B-2583,B733,CSN
7800A8,B-2596,B733,CSN
7BB00E,B-2922,B733,CSN
7BB00F,B-2923,B733,CSN
7BB010,B-2924,B733,CSN
7BB012,B-2926,B733,CSN
7BB026,B-2941,B733,CSN
7BB02E,B-2952,B733,CSN
7BB039,B-2959,B733,CSN
7BB017,B-2930,B733,CSN
7BB018,B-2931,B733,CSN
7BB06F,B-2574,B733,CSN
7BB070,B-2575,B733,CSN
7BB01A,B-2936,B733,CSN
7BB027,B-2946,B733,CSN
7BB00C,B-2920,B733,CSN
7BB105,B-2169,B737,CSN
7BB106,B-2620,B737,CSN
780105,B-5222,B737,CSN
7802A5,B-5232,B737,CSN
7802A8,B-5238,B737,CSN
7802,B-5239,B737,CSN
7802F0,B-5240,B737,CSN
7802F1,B-5241,B737,CSN
78051C,B-5247,B737,CSN
780376,B-5250,B737,CSN
780377,B-5251,B737,CSN
7BB0A8,B-2698,B737,CSN
7BB0A9,B-2699,B737,CSN
78005C,B-5108,B737,CSN
7BB0BD,B-2695,B738,CSN
7BB0BE,B-2696,B738,CSN
7BB0BF,B-2697,B738,CSN
7BB0C3,B-5022,B738,CSN
7BB0D9,B-5040,B738,CSN
7BB0DA,B-5041,B738,CSN
7802F4,B-5195,B738,CSN
780379,B-5340,B738,CSN
780431,B-5356,B738,CSN
780519,B-5419,B738,CSN
78051B,B-5421,B738,CSN
780772,B-5597,B738,CSN
7800C3,B-5120,B738,CSN
7800C4,B-5121,B738,CSN
7800F8,B-5125,B738,CSN
7800F9,B-5126,B738,CSN
7800FA,B-5127,B738,CSN
7800FB,B-5128,B738,CSN
7800FC,B-5129,B738,CSN
78074B,B-5586,B738,CSN
780024,B-2818,B752,CSN
78002A,B-2823,B752,CSN
7BD023,B-2812,B752,CSN
7BD024,B-2813,B752,CSN
780031,B-2830,B752,CSN
7BD01B,B-2851,B752,CSN
7BD01D,B-2853,B752,CSN
7BD022,B-2859,B752,CSN
78002,B-2827,B752,CSN
780032,B-2831,B752,CSN
7803BF,B-3060,E145,CSN
7803C0,B-3061,E145,CSN
7803C1,B-3062,E145,CSN
7803C2,B-3063,E145,CSN
7803C3,B-3065,E145,CSN
7803C4,B-3066,E145,CSN
780918,B-5697,B738,CSN
780919,B-5698,B738,CSN
7808BF,B-6912,A321,CSN
79A054,B-2285,A321,CSN
78091A,B-5699,B738,CSN
78091B,B-6945,A320,CSN
78091C,B-6946,A320,CSN
780999,B-5716,B738,CSN
78070A,B-2727,B788,CSN
7809B2,B-6975,A320,CSN
78099A,B-5717,B738,CSN
780994,B-6140,A388,CSN
78090,B-3216,E190,CSN
78099C,B-5720,B738,CSN
780996,B-5719,B738,CSN
7809B0,B-6977,A320,CSN
780995,B-5917,A333,CSN
7809,B-3217,E190,CSN
7809B1,B-6976,A320,CSN
7809FC,B-6978,A321,CSN
780900,B-5739,B738,CSN
780ADF,B-3218,E190,CSN
7809FB,B-9917,A320,CSN
7809F6,B-9911,A320,CSN
7809F8,B-9913,A320,CSN
7809F9,B-9915,A320,CSN
7809F7,B-9912,A320,CSN
7809DF,B-5922,A333,CSN
780708,B-2725,B788,CSN
7809EA,B-5746,B738,CSN
780ADE,B-5928,A333,CSN
780AF3,B-9932,A320,CSN
780AF4,B-9929,A320,CSN
780B12,B-2733,B788,CSN
780B0F,B-5761,B738,CSN
780B0E,B-5760,B738,CSN
780B0D,B-5759,B738,CSN
780B10,B-5762,B738,CSN
780AF5,B-9930,A320,CSN
7C3AE1,VH-LWZ,E50P,CSN
780B11,B-2732,B788,CSN
780AF2,B-9931,A320,CSN
780AF6,B-9933,A321,CSN
780AEF,B-5768,B738,CSN
780AED,B-5766,B738,CSN
780AF1,B-5770,B738,CSN
780B15,B-2737,B788,CSN
780AEE,B-5767,B738,CSN
780AEB,B-2041,B77L,CSN
780AEC,B-2042,B77L,CSN
780B14,B-2736,B788,CSN
780709,B-2726,B788,CSN
780BA4,B-5836,B738,CSN
780B9F,B-9951,A320,CSN
780BA5,B-5837,B738,CSN
7805B3,B-2899,B752,CSS
7BD003,B-2829,B752,CSS
7BD002,B-2828,B752,CSS
7BD008,B-2839,B752,CSS
780033,B-2832,B752,CSS
7BD009,B-2840,B752,CSS
7BD015,B-2845,B752,CSS
7800AA,B-2598,B733,CSS
7BB02D,B-2951,B733,CSS
7809D5,B-9908,A320,CSZ
78056B,B-5440,B738,CSZ
780475,B-6360,A320,CSZ
780616,B-6648,A320,CSZ
78056A,B-5441,B738,CSZ
7804F3,B-6392,A320,CSZ
7808B5,B-5673,B738,CSZ
7808FC,B-5690,B738,CSZ
780013,B-6937,A320,CSZ
7808FE,B-6938,A320,CSZ
780966,B-5702,B738,CSZ
780568,B-6569,A320,CSZ
78050C,B-5411,B738,CSZ
78056D,B-6568,A320,CSZ
7BB0F3,B-5079,B738,CSZ
780469,B-6351,A320,CSZ
780569,B-6566,A320,CSZ
7BB0E4,B-5049,B738,CSZ
78049F,B-6377,A320,CSZ
78024F,B-5400,B738,CSZ
7BB0B9,B-2691,B738,CSZ
7BB0E5,B-5050,B738,CSZ
78046,B-6357,A320,CSZ
7BB09F,B-2669,B737,CSZ
7803B6,B-5401,B738,CSZ
78056C,B-6567,A320,CSZ
7808FD,B-6939,A320,CSZ
7809EE,B-6442,A319,CSZ
7809D6,B-9909,A320,CSZ
7809D9,B-9910,A320,CSZ
7809D8,B-5737,B738,CSZ
7809D7,B-5736,B738,CSZ
780B1D,B-9938,A320,CSZ
780B1E,B-5772,B738,CSZ
780B1C,B-5771,B738,CSZ
AD0986,B-5773,B738,CSZ
780B22,B-5776,B738,CSZ
780B20,B-9939,A320,CSZ
780B21,B-5775,B738,CSZ
14F111,RA-61713,A148,CTA
3B77E8,418,A310,CTM
3B76AE,240,A332,CTM
3B7781,81,A342,CTM
3B7782,75,A342,CTM
3B77FB,421,A310,CTM
3B77FC,422,A310,CTM
3B77D0,45,CN35,CTM
3B7797,R55,C160,CTM
3B779C,R153,C160,CTM
3B76A4,237,F2TH,CTM
3B9B60,F-ZWVA,FA50,CTM
3B7714,5152,C130,CTM
3B77AB,R208,C160,CTM
3B7723,107,E121,CTM
3B77B7,R213,C160,CTM
3B76A7,199,CN35,CTM
501CFD,9A-CTF,A320,CTN
501D18,9A-CTG,A319,CTN
501D1D,9A-CTH,A319,CTN
501D1E,9A-CTI,A319,CTN
501D1F,9A-CTJ,A320,CTN
501D20,9A-CTK,A320,CTN
501D21,9A-CTL,A319,CTN
501DA9,9A-CQB,DH8D,CTN
501DD1,9A-CQF,DH8D,CTN
501DC4,9A-CQC,DH8D,CTN
501DC5,9A-CQD,DH8D,CTN
501DA8,9A-CQA,DH8D,CTN
501DD0,9A-CQE,DH8D,CTN
8A02AD,PK-GLD,A320,CTV
8A02AB,PK-GLA,A320,CTV
8A02AC,PK-GLC,A320,CTV
8A02AE,PK-GLE,A320,CTV
8A02AF,PK-GLF,A320,CTV
8A0300,PK-GLH,A320,CTV
8A0301,PK-GLI,A320,CTV
8A03B2,PK-GLX,A320,CTV
8A0302,PK-GLJ,A320,CTV
8A02FF,PK-GLG,A320,CTV
8A0374,PK-GLK,A320,CTV
8A0375,PK-GLL,A320,CTV
8A0377,PK-GLN,A320,CTV
8A0378,PK-GLO,A320,CTV
8A0376,PK-GLM,A320,CTV
8A03AA,PK-GLP,A320,CTV
8A03AB,PK-GLQ,A320,CTV
8A03AD,PK-GLS,A320,CTV
8A03AC,PK-GLR,A320,CTV
8A03AF,PK-GLU,A320,CTV
8A03AE,PK-GLT,A320,CTV
8A03B0,PK-GLV,A320,CTV
8A03B1,PK-GLW,A320,CTV
780957,B-5703,B738,CUA
78025A,B-5705,B738,CUA
780981,B-5722,B738,CUA
780B2D,B-5840,B738,CUA
780B2C,B-5839,B738,CUA
780B2B,B-5838,B738,CUA
503DA6,LY-VET,A319,CUB
0B06AE,CU-T1710,A148,CUB
0B06B0,CU-T1712,A158,CUB
7C7D0A,VH-YZG,F406,CUS
50829,UR-CKC,AN72,CVK
5082A8,UR-CKM,AN12,CVK
ADC17E,N986AR,MD11,CWC
ADBA10,N984AR,MD11,CWC
ADC535,N987AR,MD11,CWC
ADBDC7,N985AR,MD11,CWC
AC72F3,N901AR,B744,CWC
ADC8EC,N988AR,MD11,CWC
7805D6,B-5489,B738,CXA
780B65,B-5845,B738,CXA
7BD028,B-2862,B752,CXA
7BD029,B-2866,B752,CXA
7805C2,B-5476,B738,CXA
780050,B-5151,B738,CXA
780051,B-5152,B738,CXA
7800EB,B-5146,B738,CXA
7BD018,B-2848,B752,CXA
780256,B-5159,B738,CXA
780257,B-5160,B738,CXA
780258,B-5161,B738,CXA
780259,B-5162,B738,CXA
7802A0,B-5487,B738,CXA
7802EA,B-5308,B738,CXA
7802EB,B-5309,B738,CXA
780313,B-5318,B738,CXA
7BB05B,B-2991,B737,CXA
7BB05C,B-2992,B737,CXA
7BB062,B-2998,B737,CXA
7BB063,B-2999,B752,CXA
7BB08B,B-2658,B737,CXA
7BB08C,B-2659,B737,CXA
7BB0C4,B-5028,B737,CXA
7BB0C5,B-5029,B737,CXA
7BB0D8,B-5039,B737,CXA
7BB138,B-5216,B737,CXA
7BB139,B-5218,B737,CXA
7BB13A,B-5219,B737,CXA
7BD019,B-2849,B752,CXA
78047A,B-5388,B738,CXA
7800AC,B-5382,B738,CXA
78057D,B-5459,B738,CXA
78042C,B-5319,B738,CXA
780026,B-5456,B738,CXA
7BD025,B-2868,B752,CXA
7BD026,B-2869,B752,CXA
78057C,B-5458,B738,CXA
7808D2,B-5657,B738,CXA
7808D5,B-5658,B738,CXA
7808D6,B-5659,B738,CXA
780477,B-5383,B738,CXA
78042D,B-5355,B738,CXA
780479,B-5386,B738,CXA
7809B7,B-5706,B738,CXA
7809B4,B-5730,B738,CXA
780ACA,B-5751,B738,CXA
780AC9,B-5750,B738,CXA
780A00,B-5752,B738,CXA
780B42,B-5788,B738,CXA
780B43,B-5789,B738,CXA
780B3F,B-5790,B738,CXA
780B41,B-5791,B738,CXA
780B40,B-5792,B738,CXA
780B63,B-5846,B738,CXA
7BB05D,B-2993,B734,CXH
A2C7EF,N279AD,B734,CXP
A4FB54,N42XA,B734,CXP
A522D3,N43XA,B734,CXP
AA7086,N772AS,B734,CXP
A4EA86,N416BC,B734,CXP
4CA31B,EI-DOT,CRJ9,CYL
4CA31C,EI-DOU,CRJ9,CYL
4CA4C6,EI-DRI,CRJ9,CYL
4CA4C7,EI-DRJ,CRJ9,CYL
4CA4C8,EI-DRK,CRJ9,CYL
4CA533,EI-DUK,CRJ9,CYL
4CA573,EI-DVP,CRJ9,CYL
4CA5A7,EI-DVR,CRJ9,CYL
4CA5CC,EI-DVS,CRJ9,CYL
4CA5CD,EI-DVT,CRJ9,CYL
4CAA1A,EI-RDE,E170,CYL
4CAA1C,EI-RNE,E190,CYL
4CA988,EI-RNA,E190,CYL
4CA99C,EI-RNB,E190,CYL
4CA99B,EI-RDA,E170,CYL
4CA9A4,EI-RDB,E170,CYL
4CA9BE,EI-RNC,E190,CYL
4CA9DE,EI-RDC,E170,CYL
4CA9E3,EI-RND,E190,CYL
4CA9E2,EI-RDD,E170,CYL
4CAA44,EI-RDF,E170,CYL
4CAA46,EI-RDH,E170,CYL
4CAA45,EI-RDG,E170,CYL
4CAA63,EI-RDI,E170,CYL
4CAA76,EI-RDJ,E170,CYL
4CAA77,EI-RDK,E170,CYL
4CAA7C,EI-RDM,E170,CYL
4CAA7B,EI-RDL,E170,CYL
4C8046,5B-DCN,A319,CYP
4C803D,5B-DCJ,A320,CYP
4C800E,5B-DBB,A320,CYP
4C803E,5B-DCK,A320,CYP
4C8040,5B-DCM,A320,CYP
4C803F,5B-DCL,A320,CYP
4C803B,5B-DCH,A320,CYP
4C803A,5B-DCG,A320,CYP
4C8037,5B-DCF,A319,CYP
7BB0ED,B-5072,B733,CYZ
780442,B-2662,B733,CYZ
7BB0E6,B-5065,B733,CYZ
780464,B-2656,B733,CYZ
0C2057,HP-1910DAE,B752,DAE
0C2058,HP-2010DAE,B752,DAE
0C2056,HP-1810DAE,B752,DAE
45F428,B-536,C30J,DAF
45F429,B-537,C30J,DAF
45F42A,B-538,C30J,DAF
45F42B,B-583,C30J,DAF
0A0001,7T-VJG,B763,DAH
0A0002,7T-VJH,B763,DAH
0A0003,7T-VJI,B763,DAH
0A0018,7T-VJJ,B738,DAH
0A0019,7T-VJK,B738,DAH
0A001A,7T-VJL,B738,DAH
0A001B,7T-VJM,B738,DAH
0A0020,7T-VJN,B738,DAH
0A0021,7T-VJO,B738,DAH
0A0022,7T-VJP,B738,DAH
0A0024,7T-VJQ,B736,DAH
0A0025,7T-VJR,B736,DAH
0A0026,7T-VJS,B736,DAH
0A0027,7T-VJT,B736,DAH
0A0028,7T-VJU,B736,DAH
0A003B,7T-VUK,AT75,DAH
0A003D,7T-VUM,AT75,DAH
0A003E,7T-VUN,AT75,DAH
0A0044,7T-VJV,A332,DAH
0A0045,7T-VJW,A332,DAH
0A0046,7T-VJX,A332,DAH
0A0047,7T-VJY,A332,DAH
0A0048,7T-VJZ,A332,DAH
0A0049,7T-VKA,B738,DAH
0A004A,7T-VKB,B738,DAH
0A004B,7T-VKC,B738,DAH
406900,G-GDFV,B738,DAH
0A003C,7T-VUL,AT75,DAH
0A0076,7T-VKF,B738,DAH
0A0061,7T-VUP,AT75,DAH
0A0060,7T-VUO,AT75,DAH
0A0063,7T-VUS,AT75,DAH
0A0023,7T-VVQ,AT75,DAH
0A003A,7T-VUI,AT75,DAH
0A0074,7T-VKD,B738,DAH
0A0075,7T-VKE,B738,DAH
0A0062,7T-VUQ,AT75,DAH
0A0077,7T-VKG,B738,DAH
0A0078,7T-VKH,B738,DAH
0A0079,7T-VKI,B738,DAH
0A007A,7T-VKJ,B738,DAH
A9729E,N708DN,B77L,DAL
A5FB84,N485DN,MD82,DAL
A5E2E1,N479DN,MD82,DAL
A5D405,N475DN,MD82,DAL
A5D7BC,N476DN,MD87,DAL
ACDFF1,N929DN,MD90,DAL
ACE9B8,N931DN,MD90,DAL
ACE601,N930DN,MD90,DAL
A5ECA8,N481DN,MD81,DAL
A5FF3B,N486DN,MD82,DAL
A5F416,N483DN,MD82,DAL
A626BA,N496DN,MD82,DAL
A5F7CD,N484DN,MD81,DAL
A5E8F1,N480DN,MD81,DAL
A5DB73,N477DN,MD82,DAL
ACB104,N917DN,MD90,DAL
ACB4B6,N918DH,MD90,DAL
ACB872,N919DN,MD90,DAL
ACF894,N935DN,MD90,DAL
ACF4DD,N934DN,MD90,DAL
A82520,N624AG,B752,DAL
AD566E,N959DN,MD90,DAL
ACD883,N927DN,MD90,DAL
ACBE82,N920DN,MD90,DAL
AD1137,N941DN,MD90,DAL
AD14EE,N942DN,MD90,DAL
AD18A5,N943DN,MD90,DAL
AD1C5C,N944DN,MD90,DAL
AD2013,N945DN,MD90,DAL
AD3C6D,N952DN,MD90,DAL
AD0D80,N940DN,MD90,DAL
AD34FF,N950DN,MD90,DAL
AD38B6,N951DN,MD90,DAL
AD0002,N937DN,MD90,DAL
AD03B9,N938DN,MD90,DAL
AD23CA,N946DN,MD90,DAL
AD2781,N947DN,MD90,DAL
AD0770,N939DN,MD90,DAL
AD2B38,N948DN,MD90,DAL
AD2EEF,N959DN,MD90,DAL
A05614,N1200K,B763,DAL
A0563B,N1201P,B763,DAL
A057B9,N121DE,B763,DAL
A062DE,N124DE,B763,DAL
A0669B,N125DL,B763,DAL
A06A52,N126DL,B763,DAL
A06E09,N127DL,B763,DAL
A071C0,N128DL,B763,DAL
A07577,N129DL,B763,DAL
A07B87,N130DL,B763,DAL
A091D1,N136DL,B763,DAL
A09588,N137DL,B763,DAL
A0993F,N138DL,B763,DAL
A09CF6,N139DL,B763,DAL
A0A3B5,N140LL,B763,DAL
A0A54F,N1402A,B763,DAL
A0AE21,N143DA,B763,DAL
A0B1D8,N144DA,B763,DAL
A0CCB8,N1501P,B763,DAL
A0D1F3,N152DL,B763,DAL
A0D5AA,N153DL,B763,DAL
A0D961,N154DL,B763,DAL
A0DD18,N155DL,B763,DAL
A0E0CF,N156DL,B763,DAL
A0F44C,N1602,B763,DAL
A0F46F,N1603,B763,DAL
A0F4A2,N1604R,B763,DAL
A0F4B5,N1605,B763,DAL
A0F4F6,N16065,B763,DAL
A0F4FD,N1607B,B763,DAL
A0F51E,N1608,B763,DAL
A0F7C1,N1610D,B763,DAL
A0F7E2,N1611B,B763,DAL
A0F815,N1612T,B763,DAL
A0F828,N1613B,B763,DAL
A11380,N169DZ,B763,DAL
A11D3C,N171DN,B763,DAL
A11D47,N171DZ,B763,DAL
A120F3,N172DN,B763,DAL
A120FE,N172DZ,B763,DAL
A124B5,N173DZ,B763,DAL
A12861,N174DN,B763,DAL
A1286C,N174DZ,B763,DAL
A12C18,N175DN,B763,DAL
A12C23,N175DZ,B763,DAL
A12FCF,N176DN,B763,DAL
A12FDA,N176DZ,B763,DAL
A13386,N177DN,B763,DAL
A13391,N177DZ,B763,DAL
A1373D,N178DN,B763,DAL
A13748,N178DZ,B763,DAL
A13AF4,N179DN,B763,DAL
A14104,N180DN,B763,DAL
A144BB,N181DN,B763,DAL
A14872,N182DN,B763,DAL
A14C29,N183DN,B763,DAL
A14FE0,N184DN,B763,DAL
A15397,N185DN,B763,DAL
A1574E,N186DN,B763,DAL
A15B05,N187DN,B763,DAL
A15EBC,N188DN,B763,DAL
A16273,N189DN,B763,DAL
A16883,N190DN,B763,DAL
A16C3A,N191DN,B763,DAL
A16FF1,N192DN,B763,DAL
A173A8,N193DN,B763,DAL
A1775F,N194DN,B763,DAL
A17B16,N195DN,B763,DAL
A17ECD,N196DN,B763,DAL
A18284,N197DN,B763,DAL
A1863B,N198DN,B763,DAL
A189F2,N199DN,B763,DAL
ACC9A7,N923DN,MD90,DAL
A32437,N301NB,A319,DAL
A327EE,N302NB,A319,DAL
A34294,N309US,A320,DAL
A34812,N310NW,A320,DAL
A34C5B,N311US,A320,DAL
A35012,N312US,A320,DAL
A353C9,N313US,A320,DAL
A356DB,N314NB,A319,DAL
A35780,N314US,A320,DAL
A35A92,N315NB,A319,DAL
A35B37,N315US,A320,DAL
A35E49,N316NB,A319,DAL
A35EEE,N316US,A320,DAL
A36200,N317NB,A319,DAL
A362A5,N317US,A320,DAL
A365B7,N318NB,A319,DAL
A3665C,N318US,A320,DAL
A3696E,N319NB,A319,DAL
A36A13,N319US,A320,DAL
A36F7E,N320NB,A319,DAL
A37023,N320US,A320,DAL
A37335,N321NB,A319,DAL
A373DA,N321US,A320,DAL
A376EC,N322NB,A319,DAL
A37791,N322US,A320,DAL
A37AA3,N323NB,A319,DAL
A37B48,N323US,A320,DAL
A37E5A,N324NB,A319,DAL
A37EFF,N324US,A320,DAL
A38211,N325NB,A319,DAL
A382B6,N325US,A320,DAL
A385C8,N326NB,A319,DAL
A3866D,N326US,A320,DAL
A3897F,N327NB,A319,DAL
A38992,N327NW,A320,DAL
A38D36,N328NB,A319,DAL
A38D49,N328NW,A320,DAL
A390ED,N329NB,A319,DAL
A39100,N329NW,A320,DAL
A396FD,N330NB,A319,DAL
A39710,N330NW,A320,DAL
A39AB4,N331NB,A319,DAL
A39AC7,N331NW,A320,DAL
A39E6B,N332NB,A319,DAL
A39E7E,N332NW,A320,DAL
A3A222,N333NB,A319,DAL
A3A235,N333NW,A320,DAL
A3A5D9,N334NB,A319,DAL
A3A5EC,N334NW,A320,DAL
A3A990,N335NB,A319,DAL
A3A9A3,N335NW,A320,DAL
A3AD47,N336NB,A319,DAL
A3AD5A,N336NW,A320,DAL
A3B0FE,N337NB,A319,DAL
A3B111,N337NW,A320,DAL
A3B4B5,N338NB,A319,DAL
A3B4C8,N338NW,A320,DAL
A3B86C,N339NB,A319,DAL
A3B87F,N339NW,A320,DAL
A3BE7C,N340NB,A319,DAL
A3BE8F,N340NW,A320,DAL
A3C233,N341NB,A319,DAL
A3C246,N341NW,A320,DAL
A3C5EA,N342NB,A319,DAL
A3C5FD,N342NW,A320,DAL
A3C9A1,N343NB,A319,DAL
A3C9B4,N343NW,A320,DAL
A3CD58,N344NB,A319,DAL
A3CD6B,N344NW,A320,DAL
A3D10F,N345NB,A319,DAL
A3D122,N345NW,A320,DAL
A3D4C6,N346NB,A319,DAL
A3D87D,N347NB,A319,DAL
A3D890,N347NW,A320,DAL
A3DC34,N348NB,A319,DAL
A3DC47,N348NW,A320,DAL
A3DFEB,N349NB,A319,DAL
A3DFFE,N349NW,A320,DAL
A3E5FA,N350NA,A320,DAL
A3E9B2,N351NB,A319,DAL
A3E9C5,N351NW,A320,DAL
A3ED69,N352NB,A319,DAL
A3ED7C,N352NW,A320,DAL
A3F120,N353NB,A319,DAL
A3F133,N353NW,A320,DAL
A3F4D7,N354NB,A319,DAL
A3F4EA,N354NW,A320,DAL
A3F88E,N355NB,A319,DAL
A3F8A1,N355NW,A320,DAL
A3FC58,N356NW,A320,DAL
A3FFFC,N357NB,A319,DAL
A4000F,N357NW,A320,DAL
A403B3,N358NB,A319,DAL
A403C6,N358NW,A320,DAL
A4076A,N359NB,A319,DAL
A4077D,N359NW,A320,DAL
A40D7A,N360NB,A319,DAL
A40D8D,N360NW,A320,DAL
A41131,N361NB,A319,DAL
A41144,N361NW,A320,DAL
A41379,N3618F,A319,DAL
A414E8,N362NB,A319,DAL
A414FB,N362NW,A320,DAL
A4189F,N363NB,A319,DAL
A418B2,N363NW,A320,DAL
A41C56,N364NB,A319,DAL
A41C69,N364NW,A320,DAL
A4200D,N365NB,A319,DAL
A42020,N365NW,A320,DAL
A423C4,N366NB,A319,DAL
A423D7,N366NW,A320,DAL
A4278E,N367NW,A320,DAL
A42B32,N368NB,A319,DAL
A42B45,N368NW,A320,DAL
A42EE9,N369NB,A319,DAL
A42EFC,N369NW,A320,DAL
A434F9,N370NB,A319,DAL
A4350C,N370NW,A320,DAL
A437CE,N371DA,B738,DAL
A438B0,N371NB,A319,DAL
A438C3,N371NW,A320,DAL
A43B85,N372DA,B738,DAL
A43C7A,N372NW,A320,DAL
A43F3C,N373DA,B738,DAL
A44031,N373NW,A320,DAL
A4414A,N3730B,B738,DAL
A4417D,N3731T,B738,DAL
A44197,N3732J,B738,DAL
A441C9,N3733Z,B738,DAL
A441D6,N3734B,B738,DAL
A441FB,N3735D,B738,DAL
A4421D,N3736C,B738,DAL
A44240,N3737C,B738,DAL
A44262,N3738B,B738,DAL
A44291,N3739P,B738,DAL
A442F3,N374DA,B738,DAL
A443E8,N374NW,A320,DAL
A44502,N3740C,B738,DAL
A44533,N3741S,B738,DAL
A44548,N3742C,B738,DAL
A44570,N3743H,B738,DAL
A44591,N3744F,B738,DAL
A445B0,N3745B,B738,DAL
A445D9,N3746H,B738,DAL
A445F8,N3747D,B738,DAL
A4462E,N3748Y,B738,DAL
A4463E,N3749D,B738,DAL
A446AA,N375DA,B738,DAL
A4478D,N375NC,A320,DAL
A448BA,N3750D,B738,DAL
A448DB,N3751B,B738,DAL
A448FC,N3752,B738,DAL
A4491F,N3753,B738,DAL
A44943,N3754A,B738,DAL
A44969,N3755D,B738,DAL
A44988,N3756,B738,DAL
A449AF,N3757D,B738,DAL
A449E5,N3758Y,B738,DAL
A449F1,N3759,B738,DAL
A44A61,N376DA,B738,DAL
A44B56,N376NW,A320,DAL
A44C70,N3760C,B738,DAL
A44CA0,N3761R,B738,DAL
A44CCA,N3762Y,B738,DAL
A44CDA,N3763D,B738,DAL
A44CFD,N3764D,B738,DAL
A44D1C,N3765,B738,DAL
A44D3F,N3766,B738,DAL
A44D62,N3767,B738,DAL
A44D85,N3768,B738,DAL
A44DB3,N3769L,B738,DAL
A44E18,N377DA,B738,DAL
A44F0D,N377NW,A320,DAL
A4503D,N37700,B738,DAL
A45051,N3771K,B738,DAL
A451CF,N378DA,B738,DAL
A452C4,N378NW,A320,DAL
A45586,N379DA,B738,DAL
A45B96,N380DA,B738,DAL
A45F59,N381DN,B738,DAL
A46304,N382DA,B738,DAL
A466C7,N383DN,B738,DAL
A46A72,N384DA,B738,DAL
A46E35,N385DN,B738,DAL
A471E0,N386DA,B738,DAL
A47597,N387DA,B738,DAL
A4794E,N388DA,B738,DAL
A47D05,N389DA,B738,DAL
A48315,N390DA,B738,DAL
A486CC,N391DA,B738,DAL
A48A83,N392DA,B738,DAL
A48E3A,N393DA,B738,DAL
A491F1,N394DA,B738,DAL
A491FB,N394DL,B763,DAL
A495B4,N395DN,B738,DAL
A4995F,N396DA,B738,DAL
A49D16,N397DA,B738,DAL
A4A0CD,N398DA,B738,DAL
A4A484,N399DA,B738,DAL
A4B0BD,N401EA,DC95,DAL
A97655,N709DN,B77L,DAL
A584E2,N455CA,CRJ2,DAL
A97C65,N710DN,B77L,DAL
A602CD,N487CA,CRJ2,DAL
A63F7A,N501US,B752,DAL
A64331,N502US,B752,DAL
A646E8,N503US,B752,DAL
A64A9F,N504US,B752,DAL
A655C4,N507US,B752,DAL
A6597B,N508US,B752,DAL
A66AB0,N512US,B752,DAL
A6798C,N516US,B752,DAL
A67D43,N517US,B752,DAL
A680FA,N518US,B752,DAL
A684B1,N519US,B752,DAL
A68AC1,N520US,B752,DAL
A68E78,N521US,B752,DAL
A6922F,N522US,B752,DAL
A695E6,N523US,B752,DAL
A69D54,N525US,B752,DAL
A6A10B,N526US,B752,DAL
A6A4C2,N527US,B752,DAL
A6A879,N528US,B752,DAL
A6AC30,N529US,B752,DAL
A6B240,N530US,B752,DAL
A6B5F7,N531US,B752,DAL
A6B9AE,N532US,B752,DAL
A6BD65,N533US,B752,DAL
A6C11C,N534US,B752,DAL
A6C4D3,N535US,B752,DAL
A6C88A,N536US,B752,DAL
A6CC41,N537US,B752,DAL
A6CFF8,N538US,B752,DAL
A6D3AF,N539US,B752,DAL
A6D9BF,N540US,B752,DAL
A6DD76,N541US,B752,DAL
A6E12D,N542US,B752,DAL
